Date,Type,Price,Landsize,BuildingArea,Rooms,Bathroom,Car,YearBuilt,Distance,Regionname,Propertycount
14/10/2017,h,NA,531,230,5,3,2,1920,6.7,Northern Metropolitan,11204
14/10/2017,h,990000,502,111,3,1,2,1910,6.7,Northern Metropolitan,11204
14/10/2017,h,861500,NA,NA,3,1,1,NA,6.7,Northern Metropolitan,11204
14/10/2017,h,950000,790,NA,1,1,1,NA,6.7,Northern Metropolitan,3445
14/10/2017,h,1012000,NA,149,3,1,2,1955,6.7,Northern Metropolitan,3445
14/10/2017,h,NA,NA,92,2,1,1,1910,2,Northern Metropolitan,4553
14/10/2017,u,1025000,NA,NA,2,NA,NA,NA,2,Northern Metropolitan,4553
14/10/2017,h,555000,628,132,4,1,0,1970,17.4,Northern Metropolitan,1124
14/10/2017,h,451000,553,89,3,1,1,1970,17.4,Northern Metropolitan,1124
14/10/2017,h,462000,NA,117,3,2,1,2005,20.6,Northern Metropolitan,15510
14/10/2017,u,396000,NA,NA,3,NA,NA,NA,20.6,Northern Metropolitan,15510
14/10/2017,h,NA,NA,NA,4,NA,NA,NA,20.6,Northern Metropolitan,15510
14/10/2017,h,473000,294,149,3,2,1,2011,20.6,Northern Metropolitan,15510
14/10/2017,h,720000,754,201,4,2,2,2006,20.6,Northern Metropolitan,15510
14/10/2017,h,513000,NA,133,4,2,2,2012,20.6,Northern Metropolitan,15510
14/10/2017,h,568000,448,136,3,2,2,2009,20.6,Northern Metropolitan,15510
14/10/2017,h,1081000,NA,NA,3,1,2,NA,2.4,Northern Metropolitan,1123
14/10/2017,u,700000,NA,NA,2,NA,NA,NA,2.4,Northern Metropolitan,1123
14/10/2017,h,880000,983,200,5,2,2,1975,23,Eastern Metropolitan,11925
14/10/2017,h,NA,900,NA,3,1,1,NA,23,Eastern Metropolitan,11925
14/10/2017,h,970000,836,NA,3,2,2,1939,23,Eastern Metropolitan,11925
14/10/2017,h,855000,864,105,3,1,1,1979,23,Eastern Metropolitan,11925
14/10/2017,h,1076000,NA,263,4,2,2,1985,23,Eastern Metropolitan,1705
14/10/2017,h,740000,NA,NA,3,NA,NA,NA,23,Eastern Metropolitan,2985
14/10/2017,h,1175000,864,208,3,2,2,2012,23,Eastern Metropolitan,2985
14/10/2017,h,506000,582,92,3,1,3,1960,14,Northern Metropolitan,2246
14/10/2017,h,440000,NA,96,3,1,6,1960,14,Northern Metropolitan,2246
14/10/2017,h,517000,NA,NA,4,NA,NA,NA,14,Northern Metropolitan,2246
14/10/2017,h,690000,NA,NA,3,1,1,NA,24.7,South-Eastern Metropolitan,8322
14/10/2017,h,NA,NA,117,4,1,2,1958,24.7,South-Eastern Metropolitan,8322
14/10/2017,h,1000000,NA,472,7,3,2,2010,14.8,Western Metropolitan,6388
14/10/2017,h,870000,540,NA,3,2,3,NA,22.2,South-Eastern Metropolitan,3940
14/10/2017,h,NA,708,NA,4,2,3,NA,22.2,South-Eastern Metropolitan,3940
14/10/2017,t,1380000,NA,NA,4,NA,NA,NA,12.4,Eastern Metropolitan,9028
14/10/2017,h,NA,666,240,4,3,2,1970,12.4,Eastern Metropolitan,9028
14/10/2017,h,1351000,681,221,3,3,2,1985,12.4,Eastern Metropolitan,9028
14/10/2017,h,1327000,739,NA,3,1,2,NA,12.4,Eastern Metropolitan,9028
14/10/2017,h,NA,NA,NA,4,NA,NA,NA,12.4,Eastern Metropolitan,9028
14/10/2017,h,NA,658,NA,4,2,1,NA,14.3,Eastern Metropolitan,10999
14/10/2017,h,1330000,864,188,4,2,2,1970,14.3,Eastern Metropolitan,10999
14/10/2017,t,1080000,NA,NA,4,NA,NA,NA,14.3,Eastern Metropolitan,10999
14/10/2017,h,NA,651,NA,6,3,2,1967,16.1,Eastern Metropolitan,4790
14/10/2017,h,1070000,758,0,2,2,2,1980,16.1,Eastern Metropolitan,4790
14/10/2017,h,1160000,1127,NA,4,2,2,1970,16.1,Eastern Metropolitan,4790
14/10/2017,u,1200000,NA,NA,3,NA,NA,NA,8.9,Eastern Metropolitan,1651
14/10/2017,h,1756000,NA,NA,4,3,2,NA,8.9,Eastern Metropolitan,1651
14/10/2017,h,4550000,NA,NA,4,3,2,NA,1.3,Northern Metropolitan,3040
14/10/2017,u,2010000,NA,NA,2,NA,NA,NA,1.3,Northern Metropolitan,3040
14/10/2017,h,895000,NA,117,3,2,1,1950,27,South-Eastern Metropolitan,2546
14/10/2017,h,730000,NA,NA,3,2,0,NA,27,South-Eastern Metropolitan,2546
14/10/2017,h,1690000,576,NA,3,2,2,NA,7.2,Southern Metropolitan,4898
14/10/2017,h,3050000,923,139,3,1,2,1916,7.2,Southern Metropolitan,4898
14/10/2017,h,895000,789,NA,3,2,2,NA,18,Eastern Metropolitan,6990
14/10/2017,h,930000,NA,NA,4,2,2,NA,18,Eastern Metropolitan,6990
14/10/2017,h,915000,1150,NA,3,2,4,NA,18,Eastern Metropolitan,2346
14/10/2017,u,710000,NA,NA,2,NA,NA,NA,7.2,Southern Metropolitan,8989
14/10/2017,u,488000,NA,NA,1,NA,NA,NA,7.2,Southern Metropolitan,8989
14/10/2017,u,1370000,NA,58,2,1,1,1923,7.2,Southern Metropolitan,8989
14/10/2017,h,1860000,NA,186,3,2,2,2009,7.2,Southern Metropolitan,8989
14/10/2017,u,475000,NA,NA,1,NA,NA,NA,7.2,Southern Metropolitan,8989
14/10/2017,h,700000,750,NA,4,2,NA,1985,28.5,South-Eastern Metropolitan,8443
14/10/2017,h,685000,669,156,4,2,2,1977,28.5,South-Eastern Metropolitan,8443
14/10/2017,h,NA,NA,NA,4,3,2,NA,19.6,Northern Metropolitan,10926
14/10/2017,h,621000,614,224,4,2,2,2006,19.6,Northern Metropolitan,10926
14/10/2017,h,NA,NA,NA,3,2,2,NA,19.6,Northern Metropolitan,10926
14/10/2017,h,NA,NA,NA,4,2,2,NA,19.6,Northern Metropolitan,10926
14/10/2017,h,NA,638,262,4,2,2,2007,19.6,Northern Metropolitan,10926
14/10/2017,h,631000,555,133,3,1,1,1966,19.6,Northern Metropolitan,10926
14/10/2017,u,NA,NA,NA,3,NA,NA,NA,19.6,Northern Metropolitan,10926
14/10/2017,h,636000,NA,242,3,1,1,1975,19.6,Northern Metropolitan,10926
14/10/2017,h,1170000,NA,NA,4,2,2,NA,19.6,Northern Metropolitan,10926
14/10/2017,h,1150000,423,NA,6,3,2,1995,7.5,Western Metropolitan,9264
14/10/2017,h,1900000,936,NA,4,2,6,NA,7.5,Western Metropolitan,9264
14/10/2017,h,1355000,NA,NA,2,1,2,1930,7.5,Western Metropolitan,9264
14/10/2017,t,1269000,307,NA,3,2,2,NA,7.5,Western Metropolitan,9264
14/10/2017,t,900000,320,NA,3,2,2,2006,7.5,Western Metropolitan,9264
14/10/2017,u,465000,NA,NA,2,NA,NA,NA,7.5,Western Metropolitan,9264
14/10/2017,h,992500,516,NA,2,1,2,NA,8.2,Western Metropolitan,1308
14/10/2017,h,NA,602,147,3,1,1,1950,8.2,Western Metropolitan,1308
14/10/2017,h,1620000,604,NA,3,2,2,NA,5.7,Northern Metropolitan,2970
14/10/2017,h,NA,NA,NA,4,1,2,NA,5.7,Northern Metropolitan,2970
14/10/2017,h,660000,NA,NA,2,NA,NA,NA,5.7,Northern Metropolitan,2970
14/10/2017,h,840000,570,126,3,1,3,1968,13.1,Northern Metropolitan,5070
14/10/2017,h,770000,641,NA,3,1,NA,1950,13.1,Northern Metropolitan,5070
14/10/2017,h,775000,671,109,3,1,1,1960,13.1,Northern Metropolitan,5070
14/10/2017,h,808000,726,NA,3,1,2,NA,24.8,Eastern Metropolitan,10788
14/10/2017,h,761000,726,NA,3,1,4,NA,24.8,Eastern Metropolitan,10788
14/10/2017,t,1111000,NA,NA,2,NA,NA,NA,2.1,Northern Metropolitan,5825
14/10/2017,h,1560000,110,NA,3,2,NA,NA,3.6,Northern Metropolitan,6244
14/10/2017,h,1250000,268,NA,3,2,1,NA,3.6,Northern Metropolitan,6244
14/10/2017,h,1350000,NA,120,3,1,1,1920,3.6,Northern Metropolitan,6244
14/10/2017,h,NA,NA,140,3,1,NA,1910,3.4,Northern Metropolitan,3593
14/10/2017,h,947500,NA,NA,2,NA,NA,NA,3.4,Northern Metropolitan,3593
14/10/2017,h,1300000,NA,NA,4,3,4,NA,5.1,Western Metropolitan,7570
14/10/2017,h,700000,NA,NA,2,1,NA,NA,5.1,Western Metropolitan,7570
14/10/2017,h,860000,162,143,3,2,2,2015,5.1,Western Metropolitan,7570
14/10/2017,h,1450000,593,238,4,2,1,1910,5.1,Western Metropolitan,7570
14/10/2017,u,332000,NA,NA,2,NA,NA,NA,5.1,Western Metropolitan,7570
14/10/2017,t,NA,NA,NA,2,NA,NA,NA,5.1,Western Metropolitan,7570
14/10/2017,h,868000,231,105,2,1,2,1940,5.1,Western Metropolitan,7570
14/10/2017,h,1190000,851,216,4,2,2,1960,15.4,Eastern Metropolitan,4385
14/10/2017,h,912000,NA,NA,3,NA,NA,NA,15.4,Eastern Metropolitan,4385
14/10/2017,h,1088000,586,137,4,2,2,1970,15.4,Eastern Metropolitan,4385
14/10/2017,h,844000,781,NA,4,2,3,NA,38,South-Eastern Metropolitan,17055
14/10/2017,u,368000,NA,NA,2,NA,NA,NA,38,South-Eastern Metropolitan,17055
14/10/2017,h,695000,672,NA,3,1,2,NA,38,South-Eastern Metropolitan,17055
14/10/2017,h,NA,1068,185,1,2,6,1960,38,South-Eastern Metropolitan,17055
14/10/2017,h,NA,NA,NA,3,1,2,NA,36.9,Eastern Victoria,2500
14/10/2017,h,881000,1296,NA,4,2,2,NA,38,South-Eastern Metropolitan,7566
14/10/2017,h,723500,NA,169,3,2,2,1980,38,South-Eastern Metropolitan,7566
14/10/2017,h,NA,721,281,5,3,2,1977,38,South-Eastern Metropolitan,7566
14/10/2017,h,820000,21600,165,3,2,2,1960,45.9,Northern Victoria,3376
14/10/2017,h,636000,926,397,4,3,2,NA,45.9,Northern Victoria,3376
14/10/2017,h,NA,NA,141,4,2,3,1980,12.9,Western Metropolitan,3285
14/10/2017,h,525500,521,NA,3,1,1,NA,12.9,Western Metropolitan,3285
14/10/2017,h,588000,571,NA,3,1,1,1870,12.9,Western Metropolitan,3285
14/10/2017,h,740000,526,NA,4,3,2,NA,12.9,Western Metropolitan,3285
14/10/2017,h,610000,606,115,3,1,1,1980,12.9,Western Metropolitan,3285
14/10/2017,u,510000,NA,NA,2,NA,NA,NA,10.1,Southern Metropolitan,2403
14/10/2017,u,520000,NA,NA,2,NA,NA,NA,7.3,Southern Metropolitan,10412
14/10/2017,h,2115000,718,NA,4,2,2,NA,7.3,Southern Metropolitan,10412
14/10/2017,h,NA,NA,NA,4,2,1,NA,7.3,Southern Metropolitan,10412
14/10/2017,u,541000,NA,NA,2,NA,NA,NA,7.3,Southern Metropolitan,10412
14/10/2017,u,800000,NA,NA,3,NA,NA,NA,7.3,Southern Metropolitan,10412
14/10/2017,h,2670000,788,418,5,4,2,2015,16.7,Eastern Metropolitan,15321
14/10/2017,h,NA,689,NA,4,2,2,NA,16.7,Eastern Metropolitan,15321
14/10/2017,h,1255000,NA,NA,4,2,2,NA,16.7,Eastern Metropolitan,15321
14/10/2017,h,1630000,652,NA,5,4,2,NA,16.7,Eastern Metropolitan,15321
14/10/2017,u,852000,NA,NA,2,NA,NA,NA,16.7,Eastern Metropolitan,15321
14/10/2017,u,NA,NA,NA,3,NA,NA,NA,16.7,Eastern Metropolitan,15321
14/10/2017,h,NA,727,NA,3,1,2,NA,16.7,Eastern Metropolitan,15321
14/10/2017,h,NA,645,160,5,2,2,2008,16.7,Eastern Metropolitan,15321
14/10/2017,t,585000,NA,NA,3,NA,NA,NA,16.7,Eastern Metropolitan,15321
14/10/2017,h,1560000,NA,248,5,3,2,1990,16.7,Eastern Metropolitan,15321
14/10/2017,h,NA,651,NA,4,2,2,NA,16.7,Eastern Metropolitan,15321
14/10/2017,h,795000,NA,NA,3,1,3,NA,11.2,Northern Metropolitan,8870
14/10/2017,h,685500,620,NA,3,1,1,NA,11.2,Northern Metropolitan,8870
14/10/2017,h,752000,580,92,3,1,1,1960,11.2,Northern Metropolitan,8870
14/10/2017,h,770000,604,NA,3,1,3,1955,11.2,Northern Metropolitan,8870
14/10/2017,h,925000,NA,135,4,2,2,1990,16.1,Northern Metropolitan,8524
14/10/2017,h,750000,NA,NA,3,NA,NA,NA,16.1,Northern Metropolitan,8524
14/10/2017,h,700000,594,105,3,1,1,1970,16.1,Northern Metropolitan,8524
14/10/2017,h,892500,666,NA,3,1,1,NA,16.1,Northern Metropolitan,8524
14/10/2017,h,652000,358,111,3,1,2,1996,16.1,Northern Metropolitan,8524
14/10/2017,h,930000,608,157,4,2,NA,1970,16.1,Northern Metropolitan,8524
14/10/2017,t,457500,NA,NA,3,NA,NA,NA,20.4,Northern Metropolitan,4864
14/10/2017,h,NA,NA,246,4,2,2,NA,20.4,Northern Metropolitan,4864
14/10/2017,h,627000,NA,NA,3,1,2,NA,32.3,South-Eastern Metropolitan,3728
14/10/2017,h,2095000,544,197,3,2,1,1920,13.8,Southern Metropolitan,5454
14/10/2017,t,1100000,NA,NA,3,NA,NA,NA,13.8,Southern Metropolitan,5454
14/10/2017,t,1720000,NA,200,4,2,3,2017,13.8,Southern Metropolitan,5454
14/10/2017,t,1550000,385,NA,4,2,2,NA,13.8,Southern Metropolitan,5454
14/10/2017,t,1745000,NA,NA,3,3,1,NA,13.8,Southern Metropolitan,5454
14/10/2017,h,1451000,NA,NA,3,1,1,NA,13.8,Southern Metropolitan,2356
14/10/2017,h,NA,NA,205,3,3,2,2009,13.8,Southern Metropolitan,2356
14/10/2017,h,NA,260,NA,4,2,1,NA,5.3,Southern Metropolitan,11308
14/10/2017,u,850000,NA,NA,2,NA,NA,NA,5.3,Southern Metropolitan,11308
14/10/2017,u,487000,NA,NA,1,NA,NA,NA,5.3,Southern Metropolitan,11308
14/10/2017,u,625000,NA,NA,2,NA,NA,NA,5.3,Southern Metropolitan,11308
14/10/2017,u,450000,NA,NA,1,NA,NA,NA,5.3,Southern Metropolitan,11308
14/10/2017,u,510000,NA,NA,1,1,1,NA,5.3,Southern Metropolitan,11308
14/10/2017,h,NA,NA,NA,4,NA,NA,NA,5.3,Southern Metropolitan,11308
14/10/2017,h,2800000,558,272,4,3,1,1900,5.3,Southern Metropolitan,11308
14/10/2017,u,291000,NA,NA,1,NA,NA,NA,6.2,Southern Metropolitan,6482
14/10/2017,u,440000,NA,NA,1,NA,NA,NA,6.2,Southern Metropolitan,6482
14/10/2017,u,NA,NA,NA,3,NA,NA,NA,21.3,Eastern Metropolitan,3794
14/10/2017,h,NA,NA,119,3,1,2,1954,21.3,Eastern Metropolitan,3794
14/10/2017,h,880000,NA,NA,4,2,NA,NA,21.3,Eastern Metropolitan,3794
14/10/2017,h,NA,NA,NA,4,3,2,NA,8.9,Eastern Metropolitan,2890
14/10/2017,t,1175000,NA,NA,3,3,1,NA,16,Southern Metropolitan,4794
14/10/2017,t,900000,NA,NA,3,2,1,NA,16,Southern Metropolitan,4794
14/10/2017,t,815000,255,NA,2,1,2,NA,16,Southern Metropolitan,4794
14/10/2017,t,615000,NA,NA,2,NA,NA,NA,16,Southern Metropolitan,4794
14/10/2017,t,950000,NA,NA,3,2,2,2000,16,Southern Metropolitan,4794
14/10/2017,h,531000,469,NA,4,1,1,2002,18,Western Metropolitan,5556
14/10/2017,h,525000,622,NA,4,2,2,NA,18,Western Metropolitan,5556
14/10/2017,h,525000,589,111,4,1,2,1980,18.4,Western Metropolitan,13830
14/10/2017,h,565000,595,152,4,2,2,1990,18.4,Western Metropolitan,13830
14/10/2017,h,460000,NA,NA,3,1,2,NA,18.4,Western Metropolitan,13830
14/10/2017,h,593150,624,NA,4,2,2,NA,18.4,Western Metropolitan,13830
14/10/2017,h,1250000,354,134,3,2,2,1920,12.3,Southern Metropolitan,3145
14/10/2017,h,NA,NA,200,4,2,4,1920,12.3,Southern Metropolitan,3145
14/10/2017,u,400000,NA,NA,2,NA,NA,NA,12.3,Southern Metropolitan,768
14/10/2017,h,1250000,NA,NA,4,3,1,NA,7.8,Eastern Metropolitan,5549
14/10/2017,u,810000,NA,NA,2,NA,NA,NA,7.8,Eastern Metropolitan,5549
14/10/2017,u,1215000,NA,NA,3,NA,NA,NA,7.8,Eastern Metropolitan,5549
14/10/2017,h,1550000,NA,NA,4,2,2,NA,7.8,Eastern Metropolitan,5549
14/10/2017,h,NA,NA,229,4,2,2,1950,7.8,Eastern Metropolitan,1554
14/10/2017,h,570000,723,76,3,1,0,1960,14,Northern Metropolitan,851
14/10/2017,h,700000,659,168,4,1,0,1983,15.5,Western Metropolitan,3656
14/10/2017,h,930000,NA,NA,4,1,6,NA,11.7,Western Metropolitan,5629
14/10/2017,h,950000,585,NA,3,1,2,NA,11.7,Western Metropolitan,5629
14/10/2017,h,915000,624,135,3,1,2,1970,11.7,Western Metropolitan,5629
14/10/2017,h,990000,310,168,3,2,2,2010,11.7,Western Metropolitan,5629
14/10/2017,h,700000,607,115,3,1,1,1960,11.7,Western Metropolitan,5629
14/10/2017,h,850000,547,NA,3,1,2,NA,11.7,Western Metropolitan,5629
14/10/2017,u,NA,NA,NA,3,NA,NA,NA,11.7,Western Metropolitan,5629
14/10/2017,h,NA,NA,190,3,1,2,1980,10.4,Western Metropolitan,1119
14/10/2017,h,NA,NA,NA,3,2,1,NA,10.4,Western Metropolitan,1119
14/10/2017,h,2112000,NA,216,4,2,1,1880,3.4,Northern Metropolitan,5263
14/10/2017,u,NA,NA,NA,1,NA,NA,NA,3.4,Northern Metropolitan,5263
14/10/2017,h,1720000,714,157,4,2,2,1945,5.4,Southern Metropolitan,10331
14/10/2017,h,1277500,NA,NA,3,NA,NA,NA,5.4,Southern Metropolitan,10331
14/10/2017,h,NA,751,187,5,3,3,1895,5.4,Southern Metropolitan,10331
14/10/2017,h,1100000,NA,NA,2,NA,NA,NA,5.4,Southern Metropolitan,10331
14/10/2017,u,1020000,NA,NA,2,NA,NA,NA,5.4,Southern Metropolitan,10331
14/10/2017,u,580000,NA,NA,2,NA,NA,NA,5.4,Southern Metropolitan,10331
14/10/2017,u,840000,NA,NA,3,NA,NA,NA,5.4,Southern Metropolitan,10331
14/10/2017,h,1655000,NA,164,4,2,2,1940,7.3,Southern Metropolitan,2671
14/10/2017,h,2000000,650,248,4,2,2,1940,7.3,Southern Metropolitan,2671
14/10/2017,h,1850000,583,202,4,2,2,1980,7.3,Southern Metropolitan,2671
14/10/2017,h,886000,NA,NA,3,1,3,NA,25.2,South-Eastern Metropolitan,8459
14/10/2017,h,690000,966,NA,2,1,NA,NA,26,Eastern Metropolitan,4654
14/10/2017,h,980000,666,NA,4,3,2,NA,23.3,Eastern Metropolitan,2949
14/10/2017,h,755000,735,NA,4,1,2,NA,16.3,Northern Metropolitan,8279
14/10/2017,h,771000,624,NA,3,1,4,NA,16.3,Northern Metropolitan,8279
14/10/2017,h,770000,NA,NA,4,3,8,1980,16.3,Northern Metropolitan,8279
14/10/2017,h,555000,NA,NA,3,NA,NA,NA,16.3,Northern Metropolitan,8279
14/10/2017,h,760000,604,NA,3,1,2,NA,16.3,Northern Metropolitan,8279
14/10/2017,h,685500,555,150,3,2,1,1960,16.3,Northern Metropolitan,8279
14/10/2017,h,1051500,NA,NA,3,NA,NA,NA,12.7,Northern Metropolitan,4168
14/10/2017,t,NA,NA,NA,3,NA,NA,NA,6.4,Western Metropolitan,3873
14/10/2017,t,685000,NA,NA,2,NA,NA,NA,6.4,Western Metropolitan,3873
14/10/2017,u,407000,NA,NA,2,NA,NA,NA,6.4,Western Metropolitan,3873
14/10/2017,t,715000,210,NA,2,1,2,2004,6.4,Western Metropolitan,3873
14/10/2017,h,NA,NA,NA,4,2,2,NA,8.4,Southern Metropolitan,8801
14/10/2017,h,1180000,NA,NA,3,NA,NA,NA,8.4,Southern Metropolitan,8801
14/10/2017,h,1307500,NA,122,3,1,1,1925,8.4,Southern Metropolitan,8801
14/10/2017,u,460000,NA,NA,2,NA,NA,NA,4.3,Western Metropolitan,4918
14/10/2017,h,1190000,476,212,4,2,2,2001,4.3,Western Metropolitan,4918
14/10/2017,h,1850000,NA,174,3,2,3,1950,11.4,Southern Metropolitan,2397
14/10/2017,u,405000,NA,NA,3,NA,NA,NA,17.4,Northern Metropolitan,4704
14/10/2017,u,470000,NA,NA,1,NA,NA,NA,0,Northern Metropolitan,17496
14/10/2017,u,450000,NA,NA,1,NA,NA,NA,0,Northern Metropolitan,17496
14/10/2017,u,820000,NA,NA,2,NA,NA,NA,0,Northern Metropolitan,17496
14/10/2017,u,480000,NA,NA,1,NA,NA,NA,0,Northern Metropolitan,17496
14/10/2017,u,NA,NA,NA,3,NA,NA,NA,0,Northern Metropolitan,17496
14/10/2017,u,1470000,NA,NA,3,NA,NA,NA,0,Northern Metropolitan,17496
14/10/2017,h,396000,534,100,3,1,NA,1985,31.7,Western Victoria,3600
14/10/2017,h,450000,605,104,3,1,2,1985,29.8,Western Victoria,4718
14/10/2017,h,420000,589,NA,4,2,2,NA,29.8,Western Victoria,4718
14/10/2017,h,398000,NA,115,3,1,2,1985,29.8,Western Victoria,4718
14/10/2017,h,328500,NA,NA,2,NA,NA,NA,29.8,Western Victoria,4718
14/10/2017,h,530000,601,173,4,2,2,2012,31.7,Northern Victoria,6065
14/10/2017,h,630000,888,210,4,2,2,2007,31.7,Northern Victoria,6065
14/10/2017,h,950000,590,144,4,2,2,1970,20,South-Eastern Metropolitan,6162
14/10/2017,u,NA,NA,NA,2,NA,NA,NA,20,South-Eastern Metropolitan,6162
14/10/2017,h,1100000,NA,NA,4,NA,NA,NA,20,South-Eastern Metropolitan,6162
14/10/2017,h,1800000,741,141,4,3,2,1935,20,South-Eastern Metropolitan,6162
14/10/2017,t,725000,NA,NA,2,NA,NA,NA,20,South-Eastern Metropolitan,6162
14/10/2017,h,NA,740,NA,2,1,2,NA,20,South-Eastern Metropolitan,6162
14/10/2017,h,590000,NA,172,4,2,2,2010,25.9,Northern Metropolitan,5812
14/10/2017,h,460000,212,100,3,2,1,2014,25.9,Northern Metropolitan,5812
14/10/2017,h,517500,400,140,4,2,2,2012,25.9,Northern Metropolitan,5812
14/10/2017,h,6370000,476,279,4,3,3,1893,3,Southern Metropolitan,2019
14/10/2017,h,660000,537,132,3,2,1,1980,17.9,Northern Metropolitan,10529
14/10/2017,h,560000,NA,160,3,2,0,1985,17.9,Northern Metropolitan,10529
14/10/2017,h,635000,NA,NA,2,NA,NA,NA,17.2,Eastern Metropolitan,6871
14/10/2017,h,1451000,NA,187,4,2,2,1964,17.2,Eastern Metropolitan,6871
14/10/2017,h,1705000,699,250,4,2,2,NA,17.2,Eastern Metropolitan,6871
14/10/2017,t,NA,NA,NA,4,NA,NA,NA,17.2,Eastern Metropolitan,6871
14/10/2017,h,993000,703,NA,4,2,2,NA,17.2,Eastern Metropolitan,6871
14/10/2017,h,1104000,371,148,3,2,2,2016,17.2,Eastern Metropolitan,6871
14/10/2017,h,NA,586,163,4,1,2,1950,10.2,Eastern Metropolitan,2079
14/10/2017,u,490000,NA,NA,3,NA,NA,NA,16.2,Eastern Metropolitan,3891
14/10/2017,h,841000,476,110,3,1,2,1970,16.2,Eastern Metropolitan,3891
14/10/2017,h,1000000,NA,NA,4,1,2,NA,6.2,Western Metropolitan,6232
14/10/2017,u,660000,NA,NA,2,NA,NA,NA,6.2,Western Metropolitan,6232
14/10/2017,h,792000,226,NA,2,1,1,NA,6.2,Western Metropolitan,6232
14/10/2017,u,610000,NA,NA,3,NA,NA,NA,6.2,Western Metropolitan,6232
14/10/2017,h,976000,326,NA,3,1,NA,NA,6.2,Western Metropolitan,6232
14/10/2017,u,1100000,NA,NA,3,NA,NA,NA,6.2,Western Metropolitan,6232
14/10/2017,h,728000,913,NA,4,2,2,NA,26.5,Eastern Victoria,8280
14/10/2017,h,NA,NA,NA,5,2,1,NA,26.5,Eastern Victoria,8280
14/10/2017,u,577000,NA,NA,2,NA,NA,NA,21.5,South-Eastern Metropolitan,3650
14/10/2017,h,1775000,762,307,4,2,1,1960,14.2,Eastern Metropolitan,13366
14/10/2017,h,950000,864,NA,3,1,2,NA,14.2,Eastern Metropolitan,13366
14/10/2017,t,1275000,NA,NA,4,NA,NA,NA,14.2,Eastern Metropolitan,13366
14/10/2017,h,1650000,878,208,4,3,4,1980,14.2,Eastern Metropolitan,13366
14/10/2017,h,1651000,NA,NA,3,2,2,NA,14.2,Eastern Metropolitan,13366
14/10/2017,h,1360000,NA,NA,3,1,1,NA,14.2,Eastern Metropolitan,13366
14/10/2017,h,2820000,695,487,5,5,2,2016,14.2,Eastern Metropolitan,13366
14/10/2017,h,1472000,NA,NA,4,2,2,NA,14.2,Eastern Metropolitan,13366
14/10/2017,h,1375000,843,140,3,1,1,1950,14.2,Eastern Metropolitan,13366
14/10/2017,h,NA,848,184,5,2,2,1960,14.2,Eastern Metropolitan,13366
14/10/2017,t,NA,148,135,3,2,1,2013,18.8,South-Eastern Metropolitan,7113
14/10/2017,h,1000000,653,207,4,2,0,1960,18.8,South-Eastern Metropolitan,7113
14/10/2017,h,860000,687,NA,3,1,2,NA,18.8,South-Eastern Metropolitan,7113
14/10/2017,t,NA,NA,NA,2,NA,NA,NA,10.1,Southern Metropolitan,4442
14/10/2017,u,823000,NA,NA,2,NA,NA,NA,10.1,Southern Metropolitan,4442
14/10/2017,t,790000,NA,NA,3,NA,NA,NA,6.2,Western Metropolitan,5498
14/10/2017,h,1020000,NA,NA,3,1,1,NA,6.2,Western Metropolitan,5498
14/10/2017,h,1017500,226,122,2,1,1,1890,6.2,Western Metropolitan,5498
14/10/2017,h,640000,NA,93,3,1,1,1950,22.7,South-Eastern Metropolitan,11806
14/10/2017,u,NA,NA,NA,2,NA,NA,NA,22.7,South-Eastern Metropolitan,11806
14/10/2017,h,1480000,133,200,3,2,NA,NA,1.8,Northern Metropolitan,6821
14/10/2017,h,1470000,NA,NA,2,NA,NA,NA,1.8,Northern Metropolitan,6821
14/10/2017,u,542500,NA,NA,2,NA,NA,NA,5.3,Northern Metropolitan,11364
14/10/2017,h,1050000,NA,NA,2,1,1,NA,5.3,Northern Metropolitan,11364
14/10/2017,h,1150000,193,80,3,2,0,1880,5.3,Northern Metropolitan,11364
14/10/2017,h,2750000,634,0,3,2,4,1886,5.3,Northern Metropolitan,11364
14/10/2017,h,2000000,NA,NA,4,1,2,NA,5.3,Northern Metropolitan,11364
14/10/2017,u,585000,NA,NA,2,NA,NA,NA,5.3,Northern Metropolitan,11364
14/10/2017,u,510000,NA,NA,2,NA,NA,NA,5.3,Northern Metropolitan,11364
14/10/2017,t,878168,NA,193,4,2,1,2009,11.2,Northern Metropolitan,2651
14/10/2017,h,480500,NA,NA,2,NA,NA,NA,11.2,Northern Metropolitan,2651
14/10/2017,h,780000,570,123,3,1,1,1960,11.2,Northern Metropolitan,2651
14/10/2017,t,916000,304,NA,3,2,1,NA,11.2,Northern Metropolitan,2651
14/10/2017,h,NA,615,NA,3,1,1,NA,12.3,Southern Metropolitan,3224
14/10/2017,h,1828000,667,337,5,3,4,2017,12.3,Southern Metropolitan,3224
14/10/2017,h,NA,535,174,4,2,2,2014,12.3,Southern Metropolitan,3224
14/10/2017,h,NA,541,NA,4,3,2,1920,12.3,Southern Metropolitan,3224
14/10/2017,h,NA,720,112,3,1,1,1930,12.3,Southern Metropolitan,2547
14/10/2017,h,1356250,NA,116,3,1,1,1955,15.5,South-Eastern Metropolitan,3692
14/10/2017,h,590000,NA,179,4,2,2,2011,43.3,Eastern Victoria,2768
14/10/2017,h,1920000,659,NA,4,2,2,1920,11.4,Southern Metropolitan,3578
